client_id,account_id,archetype,home_branch,preferred_day,branch_loyalty,counterparty_known_ratio,op_mix_retrait,op_mix_versement,op_mix_virement,op_mix_cheque,amount_mean_retrait,amount_mean_versement,amount_mean_virement,amount_mean_cheque,amount_std_retrait,amount_std_versement,amount_std_virement,amount_std_cheque,frequency_retrait,frequency_versement,frequency_virement,frequency_cheque,account_opening_date
242120ee-627e-4731-b2bd-73c85b2021bd,b8b41cb3-5032-413c-8c7e-4f9adbd92502,small_business,BR-117,13,0.6343659054321048,0.603297010231032,0.130186,0.53309,0.260792,0.075933,545.35,848.83,1475.82,1935.16,60.0,120.0,210.0,300.0,5.33,17.9,7.01,1.01,2020-04-12
a6719693-35bf-4fe1-b610-d6d4e074b69f,21be51e2-8b67-4f9a-8cc4-0835630626ee,small_business,BR-145,16,0.6567866939934904,0.6751805740825245,0.146608,0.535336,0.276259,0.041797,389.55,619.61,1629.99,2208.46,60.0,120.0,210.0,300.0,5.52,20.02,4.58,1.34,2019-04-09
a8d5dad6-9d04-4e32-b7b7-e8fa98238667,0d322eff-2cb2-41c9-ba2d-5f36469a84c2,small_business,BR-058,7,0.5350698947801704,0.8222022185627561,0.159258,0.486156,0.305025,0.049561,662.78,550.5,1534.45,2160.96,60.0,120.0,210.0,300.0,4.47,16.28,11.85,2.21,2021-04-23
4af37e5a-93db-4003-9f78-f94b8aa51ee8,fd55e1f8-1ede-4225-a7d7-d0a72fb15bf7,small_business,BR-001,30,0.755035127700838,0.6916994847055221,0.13201,0.557466,0.261764,0.04876,503.2,713.76,1711.17,1834.6,60.0,120.0,210.0,300.0,8.5,24.87,10.73,1.18,2022-04-16
00fef835-f7d5-4405-8b4b-61d758259ddc,141dd7e4-633a-4b7d-8d77-e549a366b0aa,small_business,BR-088,9,0.691918735106437,0.5887941004308584,0.138024,0.580787,0.236691,0.044498,433.65,688.59,1153.26,2310.15,60.0,120.0,210.0,300.0,4.84,22.08,11.22,0.68,2023-12-25
99037b10-09c9-4c79-9d3f-b22dbabd6975,2e0ddac9-823b-4851-ba74-fc14ddb3bfae,small_business,BR-135,7,0.5418583673819246,0.3574819613210565,0.173932,0.539499,0.225749,0.06082,682.84,169.67,2183.69,1655.83,60.0,120.0,210.0,300.0,5.54,25.22,7.8,2.79,2016-01-23
3dcb3b14-cf8a-4517-8241-550d9e2cf96e,cb20d2f8-e254-4455-be72-1e309a3a4243,small_business,BR-132,2,0.7905439437391719,0.5790542430739571,0.131569,0.615074,0.207937,0.045419,461.25,681.83,1736.03,1100.56,60.0,120.0,210.0,300.0,5.88,14.88,2.63,0.39,2021-04-30
9e9a33eb-4b06-495d-ac73-783dff884e16,aa9b5ab5-03c4-4fc9-a783-98b748c2b586,small_business,BR-122,1,0.8238204622820587,0.7159448349597007,0.124531,0.553731,0.27562,0.046118,457.17,655.93,1599.87,1632.81,60.0,120.0,210.0,300.0,5.97,24.99,9.03,1.01,2015-04-03
0111d136-2527-4655-becd-e99402916f18,6025b4c3-d410-40f1-a787-f5d1760551f5,small_business,BR-140,16,0.7461113743821601,0.567286632584149,0.172585,0.541283,0.226334,0.059798,683.13,870.36,1485.45,1722.17,60.0,120.0,210.0,300.0,8.24,18.34,10.27,0.84,2018-06-10
6e28e89e-45aa-42ac-9b63-a166327d0009,d036aece-f48b-4924-95cf-d27f56a072e4,small_business,BR-065,26,0.7006232609939309,0.6543328907341297,0.160489,0.517419,0.289154,0.032938,559.48,1229.57,1456.07,1419.46,60.0,120.0,210.0,300.0,4.98,20.41,10.05,2.06,2018-09-13
e3882d63-d2da-4ae7-bac9-d243c3f9cd69,1b437b68-f149-4e3f-a88b-f6bb84cd1f37,small_business,BR-136,19,0.6513269605728331,0.6261284644906107,0.168434,0.513827,0.265187,0.052552,401.38,683.68,1687.83,2004.34,60.0,120.0,210.0,300.0,1.73,19.99,6.18,0,2017-09-21
0919be77-da69-4046-a460-96e848f83db6,e31f5a60-93ee-44c0-abc3-2918d1ec881f,small_business,BR-125,17,0.5850291479717015,0.5413677501525783,0.134157,0.558188,0.265049,0.042606,496.37,851.35,878.51,1449.12,60.0,120.0,210.0,300.0,8.63,18.54,9.93,1.21,2015-07-01
f04b61b7-183e-43d2-bd8f-00c5eb869544,8441edfe-da2d-4788-855e-fb7f636a660d,small_business,BR-116,28,0.5926051174360936,0.5984352362884119,0.132052,0.589486,0.232181,0.046281,488.71,383.01,1906.24,2123.23,60.0,120.0,210.0,300.0,5.93,29.21,10.71,0.77,2016-03-25
dd8afb5c-eeea-4583-9a8e-51abcaab0169,983f783c-a343-4ac3-b437-e4e0a5435572,small_business,BR-118,11,0.7304215325797748,0.8720426214615677,0.184079,0.505469,0.259309,0.051144,270.12,873.3,1564.12,1041.07,60.0,120.0,210.0,300.0,6.27,23.35,4.47,2.11,2022-03-10
b4043371-47e4-4f6f-a923-d792d35a05e2,c4937f11-cec9-4756-bc0c-5a6bc5f3016c,small_business,BR-136,18,0.649729583893745,0.548004416158651,0.112677,0.621471,0.227542,0.03831,564.44,919.5,1655.61,2362.82,60.0,120.0,210.0,300.0,4.91,34.93,9.63,1.78,2023-10-31
8f9d567c-680d-49f0-a45d-574fffa97fbb,eaf9e5c0-b693-42fd-bd5b-17d2f3fad133,small_business,BR-058,10,0.5645752844226954,0.5759479844709157,0.139954,0.628218,0.194395,0.037433,416.73,509.74,1286.61,2288.85,60.0,120.0,210.0,300.0,5.14,14.42,7.75,0.44,2016-01-07
9dc46fd2-3c22-4587-86f3-7c092da73f0d,6c329c8f-389b-4166-b09b-d09bba6a68f2,small_business,BR-108,18,0.4414795347122705,0.4554074082728138,0.153693,0.554547,0.219984,0.071776,430.58,922.56,1309.18,1533.8,60.0,120.0,210.0,300.0,6.19,22.05,9.16,2.25,2020-06-07
b47fdf50-5b87-43a8-ade7-18b778f523c5,f53ba82d-f358-45a3-b205-08fcda8d5c90,small_business,BR-140,28,0.5893291489376002,0.39025882850932436,0.173587,0.556492,0.213115,0.056806,571.61,1185.18,2127.48,1359.79,60.0,120.0,210.0,300.0,5.34,22.25,10.53,1.39,2020-10-17
06ce2439-55f0-4b4a-903d-4942b88cf041,e267892d-4e26-4761-87be-765996561b91,small_business,BR-095,8,0.617912436396162,0.6282476793956933,0.153635,0.589641,0.212971,0.043753,497.47,449.61,1464.52,1883.42,60.0,120.0,210.0,300.0,9.48,17.54,10.53,2.45,2023-08-05
af26560e-e90a-4567-adb3-9841ac111e06,16f1f2f4-4f6e-48a4-8352-4d7f21542e86,small_business,BR-050,15,0.7104342108742369,0.5623813057045067,0.153867,0.513069,0.304094,0.02897,681.31,1012.87,1017.51,1932.77,60.0,120.0,210.0,300.0,3.96,15.93,8.4,3.05,2020-11-22
6bd83097-cfc8-4e15-bb3a-9f08512e6dfc,c44905aa-8d9c-4dcd-bb94-cb9d19ffb84c,small_business,BR-018,30,0.7047899915789122,0.5493111305963205,0.173818,0.519638,0.25554,0.051004,474.65,1415.43,1423.58,1881.16,60.0,120.0,210.0,300.0,3.15,25.41,5.57,1.32,2022-05-09
c98af54a-99ee-4e0b-b528-addc08b4136e,0bb5bc42-010c-4fef-ba2e-14751f344128,small_business,BR-037,22,0.8522664935346058,0.6093264561516981,0.109921,0.591566,0.249832,0.048681,421.22,1106.24,1286.57,1337.26,60.0,120.0,210.0,300.0,6.57,20.88,3.65,2.07,2022-12-27
b52b91db-06c0-464b-8cda-4c655ea64385,0aa3193b-a0af-4414-b546-7b941b813e7b,small_business,BR-125,15,0.5719341401252201,0.6009761891764872,0.145659,0.514768,0.297782,0.041791,626.39,764.39,1058.89,880.74,60.0,120.0,210.0,300.0,0.43,21.94,14.66,2.2,2017-02-28
03059485-3f6b-4440-8270-20e123089cfe,1040fd47-b532-41b2-a77c-4f64b69bfabe,small_business,BR-145,2,0.7513788076127946,0.5148328463501041,0.104265,0.560632,0.2976,0.037504,515.88,1108.31,1028.73,1707.17,60.0,120.0,210.0,300.0,3.23,27.1,11.27,1.62,2016-12-28
85b6c5bb-c4d8-4fbc-a45d-4e4e57a762c7,f44c2026-ff21-46e5-8e45-6f7e81938df4,small_business,BR-049,13,0.6233285078584972,0.6027302323387281,0.171272,0.570714,0.212065,0.045949,424.62,1052.9,1701.84,1634.51,60.0,120.0,210.0,300.0,4.83,28.19,8.49,2.76,2021-07-10
8e9f1ebf-93df-42bd-bf49-b63234e38a55,5a0f97bb-fa03-4785-a943-b6ea3b887818,small_business,BR-078,23,0.7281438045671588,0.7460511773919785,0.145598,0.544326,0.253132,0.056943,461.89,715.04,956.76,1924.73,60.0,120.0,210.0,300.0,5.53,29.56,5.88,1.95,2015-12-26
f436eadb-eac1-4ebc-b512-fca56a2fd96d,561d5617-e174-4cce-8202-5545b347849b,small_business,BR-060,13,0.5866574527984878,0.5904417706365541,0.198525,0.470459,0.280328,0.050688,564.37,927.85,1074.13,2178.09,60.0,120.0,210.0,300.0,5.7,32.1,9.03,1.5,2019-05-26
9330efd8-9de1-4b7f-9ec9-6144105406c7,93476b98-8c5e-438d-bda6-caf988aa8009,small_business,BR-050,7,0.8421012601914662,0.578299209502812,0.136181,0.524984,0.285295,0.05354,525.02,1243.16,739.73,1974.44,60.0,120.0,210.0,300.0,4.75,30.43,4.42,3.8,2020-07-08
1c61ccbc-413d-41e3-a50a-47b11db082ee,ece7ccea-918a-4d05-b0ec-2ea5eba4118e,small_business,BR-114,25,0.6692572811835981,0.6389293714165835,0.167307,0.568928,0.213571,0.050194,698.36,555.35,1356.74,1586.59,60.0,120.0,210.0,300.0,3.15,25.8,8.7,0.4,2022-06-22
ffbe8c7e-3eec-4b32-8761-db6ecffc438a,1db1f302-f73a-4fd1-9f36-f264f46e2e8c,small_business,BR-112,17,0.7498171112046337,0.6024915131549419,0.145596,0.4873,0.315294,0.051809,378.78,900.97,1289.2,2901.36,60.0,120.0,210.0,300.0,5.29,20.35,10.9,1.9,2019-09-21
7f590eec-0711-4933-8de4-ab050cd5db38,9982d465-2055-4541-a3b3-66d3a08fdc2c,small_business,BR-113,1,0.707263367695654,0.540895790514267,0.12753,0.558913,0.265382,0.048175,298.09,842.11,1206.74,1947.73,60.0,120.0,210.0,300.0,9.44,21.62,6.06,1.71,2019-09-02
e00a092b-501c-43b3-8ce3-e70e71288386,66e9b206-f5ae-4454-a9c9-ab7242ff542d,small_business,BR-127,9,0.5366604271163192,0.7140892085678721,0.150032,0.531839,0.269296,0.048833,557.57,564.92,1080.71,2186.63,60.0,120.0,210.0,300.0,8.09,19.11,11.07,2.59,2018-06-06
e27f99c9-e074-464d-8dfa-dac0d96bd4b0,69df2ede-3d04-48d2-8a02-bffe6a53c8c9,small_business,BR-132,26,0.8193591056222612,0.6942045304200154,0.113988,0.544239,0.284548,0.057224,631.89,797.23,1314.74,1523.08,60.0,120.0,210.0,300.0,8.17,14.53,7.74,2.32,2022-07-13
6bb80377-6b4d-430e-a593-ec1c07627a79,4b4f3f39-0bd6-445c-8cb4-6870dbe4b3d4,small_business,BR-106,21,0.6151158208642997,0.7126366129949349,0.124908,0.574126,0.249519,0.051446,341.65,836.02,1481.5,2038.64,60.0,120.0,210.0,300.0,11.46,17.39,6.74,2.15,2021-04-27
10f2c6c9-5ddf-4999-bdf3-956357dcad2c,0ebaea22-d5ac-4a1b-a1a0-d8bf717e9e57,small_business,BR-036,18,0.5681846513095841,0.6777743544208819,0.127582,0.590448,0.235018,0.046952,561.76,662.06,1891.05,1831.21,60.0,120.0,210.0,300.0,5.45,25.12,6.19,2.4,2022-01-13
c28fff49-dc0f-4465-acf9-0f693f7d4672,1f48dd93-6547-4fed-a8c5-7658d7ff5b67,small_business,BR-121,15,0.6007904028002171,0.6107754716463857,0.130837,0.470359,0.356794,0.042011,401.58,928.91,1141.96,2302.51,60.0,120.0,210.0,300.0,6.18,25.24,3.69,3.47,2016-08-18
8ebca741-1b58-4e7f-9716-4bb82c56cfa5,bff94e4c-3280-429c-8aaa-6dc05dea77fe,small_business,BR-050,15,0.7001290424480953,0.5201093161523662,0.160417,0.59924,0.205357,0.034986,336.76,931.42,1263.1,767.66,60.0,120.0,210.0,300.0,3.68,24.61,8.81,1.01,2019-10-26
3b9e90cf-34be-433c-b6d8-596969595f39,7b1e0f5c-e994-4ead-9f53-bdaabf279810,small_business,BR-047,15,0.6458647778685037,0.7185323798521883,0.164179,0.558505,0.223953,0.053364,330.91,766.17,1269.88,1683.67,60.0,120.0,210.0,300.0,7.2,28.49,7.83,1.41,2017-12-02
1e24ebcf-e30e-4104-aa80-863861bec8ec,64c3b788-de50-4b73-959b-78b0d51e6c30,small_business,BR-144,18,0.7032804642551269,0.7038029009562722,0.143247,0.52735,0.283092,0.04631,621.85,834.43,2052.98,2621.41,60.0,120.0,210.0,300.0,6.07,28.51,5.85,1.77,2023-08-15
ccca057d-921f-4496-a68a-18508c6fc24f,6ed9725b-7f01-4b6f-a928-2bebb1b37eb2,small_business,BR-026,21,0.7084904914420281,0.5722970504107336,0.191511,0.493949,0.2543,0.06024,465.75,834.79,881.1,1751.57,60.0,120.0,210.0,300.0,5.83,27.61,10.03,2.37,2015-10-09
dfefd505-3ef2-47cd-b58a-b7d93f9f2fa7,2e37ca7c-6ea0-461b-8ebc-e60fbda84390,small_business,BR-025,10,0.7838172177109055,0.541606291188936,0.136785,0.480047,0.322774,0.060394,601.15,915.31,1457.94,2620.39,60.0,120.0,210.0,300.0,9.23,23.3,4.35,1.63,2018-03-30
f01e92a9-d659-4913-9a90-cdf06991f11c,88a5e640-545f-4c61-88e2-c2ba967f81cb,small_business,BR-026,25,0.5999711429057285,0.7456137916445662,0.126519,0.586551,0.229139,0.057791,505.27,636.43,1128.37,2950.44,60.0,120.0,210.0,300.0,5.87,22.75,7.67,2.51,2015-08-27
380a8d00-fd77-4ceb-bdae-0330ccfae2f9,80eea8bd-dd04-41c3-a957-2d5ff4e497d8,small_business,BR-030,11,0.799855149448646,0.44082123053841193,0.1241,0.575481,0.228461,0.071958,439.38,905.81,1599.62,3409.26,60.0,120.0,210.0,300.0,2.41,21.5,12.09,1.82,2015-06-04
bc0d904d-afbb-4a68-b25c-6e9dd7cf8632,a92f1edb-90db-4653-87a1-d03ac6e1ae15,small_business,BR-140,7,0.6100499068369304,0.6182636625290842,0.160868,0.508485,0.267364,0.063283,372.86,966.78,1848.2,1210.42,60.0,120.0,210.0,300.0,5.74,23.99,9.58,1.13,2023-04-22
6d8cff1d-aebe-4615-b71a-afde89a93339,d1f95f71-6f12-4b2c-a084-8210bd87cf92,small_business,BR-132,6,0.6479758725626779,0.5052450444908375,0.155734,0.58619,0.216135,0.041942,376.77,294.11,1271.77,1406.17,60.0,120.0,210.0,300.0,3.76,14.69,4.43,0.3,2018-03-05
0618dbe4-ca92-49e1-9721-a7c77c85d05e,a2575e62-6ea9-4b8a-989b-4c6b943f6ccc,small_business,BR-114,20,0.45481807306756994,0.6454524816161936,0.174117,0.515436,0.232331,0.078115,447.54,630.84,2135.19,1938.47,60.0,120.0,210.0,300.0,8.45,15.36,2.48,1.52,2021-12-20
2549c326-ff3a-4530-bfdf-58e7feb3fa35,0aae3895-7820-48e5-a855-f0fe954dfc08,small_business,BR-089,13,0.7269715654083082,0.5730137927837741,0.122307,0.598642,0.228534,0.050517,441.81,909.11,1268.89,1774.04,60.0,120.0,210.0,300.0,5.4,28.76,4.51,1.46,2017-02-20
73eb6fbd-ddc7-4d62-b78a-c6bf7c023543,f86445aa-88db-48c4-b53d-26fd5e4851a4,small_business,BR-025,1,0.4713910879012444,0.5656449386259804,0.182567,0.51969,0.230121,0.067622,413.88,929.48,1691.07,2317.54,60.0,120.0,210.0,300.0,3.38,22.37,8.19,1.1,2015-03-13
8ad60305-3e1e-4171-a950-27e7f05a88a2,f04e6dbe-ddf2-442d-99ba-b17522728209,small_business,BR-041,30,0.6631075483957688,0.5211065688263756,0.146177,0.541172,0.270008,0.042644,453.33,707.24,1524.02,2160.53,60.0,120.0,210.0,300.0,7.83,23.01,7.29,4.37,2015-05-05
676c3272-e155-46d1-9f31-e9f23a967b77,e13d0a07-f0f1-40b9-a6fe-e9a2ce2b171e,small_business,BR-030,4,0.8604270344645305,0.5539377341489934,0.155419,0.513205,0.280316,0.05106,390.74,871.88,1406.79,1991.45,60.0,120.0,210.0,300.0,5.59,22.23,6.41,0,2015-06-12
5d4215d8-f33b-4718-b733-9bb9dcee0036,b7d68a9c-d398-46a7-90d0-62eff64dc2c1,small_business,BR-146,13,0.8447946278001428,0.6613083933656317,0.153979,0.563403,0.234281,0.048336,483.7,834.64,1648.3,1078.12,60.0,120.0,210.0,300.0,5.98,22.72,6.23,1.46,2019-12-14
d261baab-735d-45bb-91c3-6988289fc0b6,c4316785-6e45-4742-b882-d19eb702eb39,small_business,BR-134,21,0.570976167166684,0.6599770818505358,0.146392,0.561476,0.234597,0.057535,388.83,674.03,1989.76,1450.55,60.0,120.0,210.0,300.0,6.41,22.46,7.29,2.26,2022-11-19
26b63f4c-f6e9-4b04-bb3e-061978839c3b,9af8b1b5-ee65-4c2c-af76-cacf86fbc15d,small_business,BR-004,16,0.5375692314255791,0.7536152897687205,0.212274,0.493023,0.251847,0.042856,566.18,626.98,1534.27,1968.99,60.0,120.0,210.0,300.0,2.53,27.51,6.4,0.92,2023-10-11
d9ae48ea-0a5f-463d-85ea-a11c19bc324d,4a57e01c-d3af-4bf4-b267-70bc0e4f5249,small_business,BR-021,21,0.5276695333078578,0.6469594504136884,0.165556,0.52898,0.24814,0.057323,468.49,1012.7,1058.11,2147.09,60.0,120.0,210.0,300.0,4.74,19.69,11.65,1.8,2023-11-10
a4d0f46e-dfa4-476a-afea-36e38252a25c,d8bb3892-9778-4e32-8321-5dbdd457b9f7,small_business,BR-047,22,0.8490656551768243,0.7846375766900519,0.170379,0.588253,0.185904,0.055464,428.52,834.58,1141.29,2577.46,60.0,120.0,210.0,300.0,2.77,23.7,3.29,2.36,2018-10-13
54bc10ce-959a-4daa-b4d3-77328edfa4ea,f0496954-6776-4ba4-97ba-66a1bba28e93,small_business,BR-070,11,0.6093850153520569,0.7288076261751364,0.18462,0.49362,0.272138,0.049623,533.67,990.86,2378.58,2152.17,60.0,120.0,210.0,300.0,5.13,28.31,5.78,2.68,2019-02-16
0392bc76-99d1-45ba-8bc4-d254f4bab10d,cd34e93e-2d58-4f20-b724-534438122adc,small_business,BR-144,30,0.4995172713518226,0.6353062695580869,0.153669,0.497779,0.27963,0.068922,604.13,685.88,1301.45,762.67,60.0,120.0,210.0,300.0,3.07,21.99,7.2,2.22,2023-06-06
3fa8ff3d-ce79-4e20-82dd-9eb39f1c88f6,3a39b867-91ab-4650-a5c7-e90889fdbec4,small_business,BR-009,19,0.6292142876538013,0.5885271961969021,0.163109,0.566186,0.238206,0.0325,495.18,822.46,1932.11,1573.28,60.0,120.0,210.0,300.0,2.66,26.93,7.05,0.7,2017-03-25
f282212b-2b50-4715-9e4b-b6c369eca66a,016081c2-1d53-4620-a5fc-56701e364a4a,small_business,BR-044,1,0.3950755842086326,0.5603860295893801,0.120828,0.630502,0.207385,0.041285,479.3,416.96,1201.4,2427.22,60.0,120.0,210.0,300.0,8.64,26.09,10.13,3.08,2019-01-12
c6955281-df7a-47d9-9acc-791eb9116eb7,a6991542-aff6-44c9-8ba8-a355ec41d7a8,small_business,BR-010,26,0.4416885537733144,0.7203398934654331,0.128313,0.560651,0.271701,0.039335,262.29,286.0,1148.21,1769.5,60.0,120.0,210.0,300.0,6.93,27.87,11.2,1.81,2023-02-23
c7bb36dc-1798-4405-93d3-064b19462395,7583315c-fd9a-4946-8531-9ac055986b0f,small_business,BR-072,7,0.7324115649049784,0.5720179377435526,0.16398,0.507943,0.284359,0.043719,447.22,408.5,1649.94,1414.86,60.0,120.0,210.0,300.0,5.39,21.48,1.0,1.47,2022-08-10
bc996123-91df-4eef-ab09-a31767cc63e6,179c3b14-b566-42ae-b66b-af7c4074dbbb,small_business,BR-062,28,0.5548815915255905,0.7265358827471439,0.108482,0.646261,0.201597,0.04366,577.71,484.88,1476.02,643.68,60.0,120.0,210.0,300.0,4.12,34.08,5.04,0.24,2017-07-03
dfe06bbd-aa36-43e0-97b3-597f9c154c81,a038aa15-0463-4983-bc14-945bbe871ff5,small_business,BR-049,8,0.7916392950088648,0.6417809578799584,0.108859,0.560294,0.26526,0.065587,579.9,594.23,1701.7,2522.87,60.0,120.0,210.0,300.0,2.67,33.71,10.12,1.51,2019-09-19
72f90282-cd89-4bac-b211-2096464bdc9c,083e4bb7-e121-4850-abf9-54c1e7a4e6e9,small_business,BR-055,1,0.7103053116033077,0.6299564345779738,0.154496,0.514733,0.289855,0.040916,438.3,512.88,1504.7,2337.78,60.0,120.0,210.0,300.0,1.96,20.91,9.93,0.24,2022-03-02
aa70f4c4-dc8e-471d-ac04-cbb268831541,7972777d-3323-4877-9dc2-e649c1740404,small_business,BR-018,2,0.6316721499828682,0.580727851469434,0.18137,0.545725,0.229808,0.043097,408.01,906.32,1115.16,2508.46,60.0,120.0,210.0,300.0,7.84,22.85,7.55,1.61,2016-11-07
44e3114e-a2fb-47b3-911b-91d02fbd6009,bc0972f3-a426-447d-b759-205a06f3d865,small_business,BR-064,20,0.6516258367986529,0.5370119877272445,0.159178,0.484844,0.295746,0.060231,690.15,720.05,1341.32,1673.26,60.0,120.0,210.0,300.0,7.2,18.61,8.45,1.11,2022-02-03
3f2a4536-4baa-433a-a0e1-863c87239bf7,9a58103b-13f7-400d-bd1e-4f98d388c69b,small_business,BR-127,19,0.6899972489836662,0.5689524410516146,0.162626,0.507536,0.272845,0.056993,594.99,869.59,968.05,1871.15,60.0,120.0,210.0,300.0,9.39,20.2,7.63,1.06,2020-02-27
700be7c7-bb74-4358-8bda-f4b036691425,d53b1078-721a-4f6e-8bfd-cd241f65c0ae,small_business,BR-134,1,0.7210163756739085,0.6238991539367056,0.171311,0.514968,0.276481,0.03724,601.71,903.44,2142.19,2889.47,60.0,120.0,210.0,300.0,6.25,24.13,8.98,1.49,2023-03-09
1851c90d-ca12-4325-a24d-8c9dba471c70,b5758446-e7d0-4cda-bc0d-46b982688ac0,small_business,BR-063,4,0.7106726844480284,0.6825484738312055,0.147328,0.535406,0.273146,0.04412,536.96,821.18,1553.05,2255.72,60.0,120.0,210.0,300.0,6.99,18.6,11.67,1.52,2018-07-20
631e9a66-a80a-46da-8f4c-731c5bc2bc4b,118322a2-0e2c-43e6-850d-dff9d4d440a5,small_business,BR-008,19,0.6167417383605841,0.409859927034921,0.204081,0.531804,0.209076,0.055038,409.49,804.1,1562.06,2374.8,60.0,120.0,210.0,300.0,7.22,14.15,7.24,1.11,2021-01-04
4e99a9d6-57d9-47eb-89d2-009769d42232,33e2a685-25af-401e-a310-6410ce22af57,small_business,BR-093,11,0.6987210155316333,0.47528853269139026,0.16876,0.522351,0.249681,0.059208,542.32,1190.92,1782.49,2223.18,60.0,120.0,210.0,300.0,7.47,28.99,5.77,2.57,2020-05-31
c0069d03-a8f5-4304-9494-37a2030f5e33,600a094c-9bb6-4874-9e3e-43e1d672949d,small_business,BR-020,4,0.7698814121026814,0.6202071734163263,0.140857,0.596153,0.211331,0.051659,517.92,645.22,1878.64,1861.95,60.0,120.0,210.0,300.0,10.41,16.44,4.38,1.41,2016-06-26
12750bf7-d878-4c4c-9edb-86393e011219,52f0b485-5847-4c2b-ada1-8e713cbd5f78,small_business,BR-054,14,0.7493647631611834,0.6491942732783094,0.149408,0.59508,0.212864,0.042648,442.43,533.1,1345.04,1939.41,60.0,120.0,210.0,300.0,5.05,25.3,8.4,0.58,2022-10-28
dd8d8797-8f41-43a3-95fa-a1ec4ef3126f,9e11834e-7361-4b8e-9598-ac3462fbee33,small_business,BR-150,10,0.665088126148653,0.6364585667558336,0.117697,0.634481,0.209873,0.037948,394.51,762.6,1952.02,1791.44,60.0,120.0,210.0,300.0,6.27,18.45,3.16,1.01,2021-01-17
175880f5-df99-47df-8fc0-061db43bb01c,441b0ea2-edb2-4425-9425-2afd151cb763,small_business,BR-089,5,0.37787510638811284,0.4915069147356839,0.134743,0.578263,0.232997,0.053997,669.7,949.28,1344.97,1757.88,60.0,120.0,210.0,300.0,9.81,14.61,5.82,2.16,2017-04-25
cfee87b2-d4b8-41eb-a1fc-a570e1745402,d57435a6-dee3-449c-be50-b92933905ac1,small_business,BR-017,19,0.572423256012442,0.5122885941757668,0.132215,0.580487,0.24481,0.042488,580.47,901.35,1097.89,2581.59,60.0,120.0,210.0,300.0,7.91,12.9,12.33,1.78,2022-10-11
76ef8c7b-5453-4e66-989f-46ad0ff154e2,5938306e-c3a4-4e96-b858-2167b842b226,small_business,BR-038,22,0.510525406795392,0.6232661791178108,0.1534,0.513641,0.286777,0.046182,425.83,933.18,1636.99,1966.07,60.0,120.0,210.0,300.0,8.11,19.36,7.79,2.3,2016-11-09
61976f60-1da8-4d59-8f30-a8a0ad4888dc,402b0e36-c88b-4a73-aa00-8db25216a139,small_business,BR-040,26,0.6541986440998385,0.5542824463375847,0.135064,0.449759,0.36684,0.048338,356.72,1162.62,1685.69,1003.8,60.0,120.0,210.0,300.0,6.65,29.29,13.27,0.4,2020-01-09
13016d47-9c99-4acc-b101-cdb689204322,e65088a1-59c9-4928-81be-5421bf91b14d,small_business,BR-088,25,0.659300331351923,0.736851519356077,0.128676,0.54933,0.271695,0.050299,713.44,720.08,1605.99,1789.39,60.0,120.0,210.0,300.0,3.69,14.22,12.19,3.07,2021-04-19
462161cf-b255-41fc-a86e-7d87ee2383d7,c6d652ba-fc77-4230-8b95-d0568b88579d,small_business,BR-003,15,0.697414093524065,0.6824833379625059,0.117796,0.565873,0.271109,0.045222,483.31,689.54,1197.56,2849.75,60.0,120.0,210.0,300.0,5.48,23.11,7.15,1.44,2018-03-24
4aaea62b-fab4-460e-a03d-e1fefd2abd13,f47fbbb2-d9d5-4bba-b938-c573b86bb60b,small_business,BR-113,11,0.5896577605240877,0.6335755483210249,0.16797,0.51573,0.269641,0.046659,453.18,851.27,1510.01,2115.9,60.0,120.0,210.0,300.0,6.42,18.72,6.88,1.96,2015-08-29
638f7695-faea-420d-b665-f1704ea4ed85,8e18c634-8e9d-4685-8f8f-a14ad4570271,small_business,BR-019,15,0.639570242843572,0.5073899137879874,0.15349,0.465786,0.341974,0.03875,548.58,906.13,1908.83,1298.56,60.0,120.0,210.0,300.0,5.08,20.44,2.07,1.94,2020-11-16
74d56b17-81d8-4ccc-a855-266c183b010f,97ff4e07-aa08-4ee8-8218-2cffcabb84c6,small_business,BR-021,9,0.48691779557352366,0.7110095746118714,0.088806,0.608853,0.253316,0.049025,479.24,867.61,1884.53,1028.37,60.0,120.0,210.0,300.0,7.83,23.25,6.59,1.28,2019-04-14
71060514-4aac-4883-b563-09ff61293df0,ff938073-c913-45e9-88b8-64b642105b2e,small_business,BR-133,15,0.567106772386326,0.7794803800163875,0.186489,0.561293,0.20231,0.049908,389.94,849.28,1023.86,1999.59,60.0,120.0,210.0,300.0,7.35,17.76,4.57,2.42,2023-05-31
e18ce323-6c6b-42c4-8924-60b2eacfaf46,86fd8db5-247d-42fb-a30d-a35089afd823,small_business,BR-053,15,0.6406743111176871,0.3770944588145537,0.124979,0.612835,0.22291,0.039277,462.06,1050.58,1131.24,1925.74,60.0,120.0,210.0,300.0,6.08,12.08,2.6,0,2016-05-17
43ea3985-01b3-4862-9dbf-89189322b2be,5ba9faa9-481f-4868-bc89-c230610caf56,small_business,BR-074,17,0.7452739692903703,0.6683427037282882,0.177856,0.53814,0.209785,0.07422,536.61,380.7,1707.99,1632.93,60.0,120.0,210.0,300.0,8.67,20.94,8.8,2.13,2015-02-12
